id,name,url,type,is_validated,description
885,Blast,,,TRUE,Blast text apart to make it manipulable.
886,Blaver,,,TRUE,A JavaScript library built on top of the Faker.JS library. It generates massive amounts of fake data in the browser and node.js.
887,Blazy,,,TRUE,bLazy is a lightweight lazy loading and multi-serving image script. It's written in JavaScript why it doesn't have any dependencies for 3rd party libraries like jQuery. bLazy is working in all modern browser including IE7+.
888,Blend4 Web,,,TRUE,Blend4Web is a tool for interactive 3D visualization on the Internet
889,Blitz,,,TRUE,⚡️The Fullstack React Framework — built on Next.js
890,Blizzard.js,,,TRUE,A promise-based Node.JS library for the Blizzard Battle.net Community Platform API
891,Blueberry,,,TRUE,A jQuery image slider plugin written specifically for responsive web design.
892,Bluebird,,,TRUE,Bluebird is a full featured promise library with unmatched performance.
893,Bluelibs,,,TRUE,A collection of open-source software solutions designed for the modern web and enterprise scale.
894,Blueprint,,,TRUE,A React-based UI toolkit for the web
895,Blur.js,,,TRUE,blur.js is a jQuery plugin that produces psuedo-transparent blurred elements over other elements.
896,Boiler,,,TRUE,"Boiler is a utility library that makes every day tasks in JavaScript easier by providing over 115 methods that work on arrays, collections, functions, numbers, objects, and strings."
897,Bonsai,,,TRUE,BonsaiJS is a graphics library and renderer
898,Bonzo,,,TRUE,"library agnostic, extensible DOM utility"
899,Bookshelf,,,TRUE,"A simple Node.js ORM for PostgreSQL, MySQL and SQLite3 built on top of Knex.js"
900,Boomerang,,,TRUE,End user oriented web performance testing and beaconing
901,Bootbox,,,TRUE,"Wrappers for JavaScript alert(), confirm() and other flexible dialogs using Twitter's bootstrap framework"
902,Bootstrap Ajax,,,TRUE,A library for adding declarative ajax functionality to your website
903,Bootstrap Calendar,,,TRUE,"Full view calendar with year, month, week and day views based on templates with Twitter Bootstrap."
904,Bootstrap Contextmenu,,,TRUE,Context menu plugin for Twitter's Bootstrap framework
905,Bootstrap Datepicker,,,TRUE,"A datepicker for @twitter bootstrap forked from Stefan Petre's (of eyecon.ro), improvements by @eternicode"
906,Bootstrap Daterangepicker,,,TRUE,Date range picker component for Bootstrap
907,Bootstrap Datetimepicker,,,TRUE,Date/time picker widget based on twitter bootstrap
908,Bootstrap Lightbox,,,TRUE,A simple lightbox plugin based on the bootstrap modal plugin.
909,Bootstrap Progressbar,,,TRUE,progressbar interactions for twitter bootstrap 2 & 3
910,Bootstrap Slider,,,TRUE,"A less buggy ""fork"" of the original bootstrap slider found on http://www.eyecon.ro/ by Stefan Petre. It was forked so we could update the slider since the original wasn't under version control."
911,Bootstrap Switch,,,TRUE,unofficial bootstrap switch
912,Bootstrap Table,,,TRUE,"An extended Bootstrap table with radio, checkbox, sort, pagination, and other added features. (supports twitter bootstrap v2 and v3)"
913,Bootstrap Touchspin,,,TRUE,A mobile and touch friendly input spinner component for Bootstrap 3.
914,Bootstrap Tour,,,TRUE,Quick and easy product tours with Twitter Bootstrap Popovers
915,Bootstrap Vue,,,TRUE,BootstrapVue provides one of the most comprehensive implementations of Bootstrap 4 components and grid system for Vue.js and with extensive and automated WAI-ARIA accessibility markup.
916,Bootstrap Wysiwyg,,,TRUE,Tiny bootstrap-compatible WISWYG rich text editor
917,Bootstrap.native,,,TRUE,"If you are looking for Bootstrap without jQuery or vanilla Javascript for Bootstrap, this is the place to get started."
918,Bootstro.js,,,TRUE,Tiny JS library using bootstrap's popovers to help guide your users around your website
919,Bootswatch,,,TRUE,Themes for Bootstrap
920,Boron,,,TRUE,A collection of dialog animations with React.js
921,Bottlejs,,,TRUE,"A powerful, extensible dependency injection micro container for JavaScript applications"
922,Bounce.js,,,TRUE,Create beautiful CSS3 powered animations in no time.
923,Bower,,,TRUE,"A package manager for the web, created at Twitter"
924,Brain,,,TRUE,[UNMAINTAINED] Neural networks in JavaScript
925,Breakpoints,,,TRUE,Trigger jQuery events for your responsive design breakpoints!
926,Breathing Halftone,,,TRUE,Images go whoa with lots of floaty dots
927,Breeze,,,TRUE,Breeze.js is a JavaScript library for managing data in data rich-client HTML/JS applications.
928,Brick,,,TRUE,UI Web Components for Mobile Web Apps
929,Bricks.js,,,TRUE,A blazing fast masonry layout generator for fixed width elements.
930,Brjs,,,TRUE,"BladeRunnerJS (BRJS) is an open source development toolkit and framework for modular construction of large single-page HTML5 apps. It consists of a set of conventions, supporting tools and micro-libraries that make it easy to develop, test, deploy and maintain complex JavaScript apps."
931,Browser Sync,,,TRUE,Keep multiple browsers & devices in sync when building websites. http://browsersync.io
932,Budibase,,,TRUE,"Budibase is an open-source low-code platform for creating internal apps in minutes. Supports PostgreSQL, MySQL, MSSQL, MongoDB, Rest API, Docker, K8s 🚀"
933,Buster,,,TRUE,A powerful suite of automated test tools for JavaScript.
934,Buzz,,,TRUE,Buzz is a small but powerful Javascript library that allows you to easily take advantage of the new HTML5 audio element. It tries to degrade gracefully on non-modern browsers.
935,Bxslider 4,,,TRUE,Responsive jQuery content slider
936,C3,,,TRUE,A D3-based reusable chart library
937,Caat,,,TRUE,Canvas Advanced Animation Toolkit
938,Caman Js,,,TRUE,Pure Javascript HTML5 (Ca)nvas (Man)ipulation
939,Canjs,,,TRUE,"Can do JS, better, faster, easier."
940,Cannon.js,,,TRUE,A lightweight 3D physics engine written in JavaScript.
941,Canvas Engine,,,TRUE,Framework for HTML5 Canvas oriented 2D video games
942,Canvas Xpress,,,TRUE,JavaScript VisualizationTools
943,Canvg,,,TRUE,Javascript SVG parser and renderer on Canvas
944,Carlo,,,TRUE,Web rendering surface for Node applications
945,Carrot,,,TRUE,🥕 Multi-threaded Self-Assembling Neural Networks in Node.js & Browser
946,Casper JS,,,TRUE,Navigation scripting & testing utility for PhantomJS and SlimerJS
947,Catiline,,,TRUE,JavaScript library to take the pain out of web workers.
948,Cellx,,,TRUE,Ultra-fast implementation of reactivity for javascript
949,Cerebral,,,TRUE,A state controller with its own debugger
950,Chai,,,TRUE,BDD / TDD assertion framework for node.js and the browser that can be paired with any testing framework.
951,Chakra Ui,,,TRUE,"⚡️ Simple, Modular & Accessible UI Components for your React Applications"
952,Chance,,,TRUE,Chance - Random generator helper for JavaScript
953,Chaplin,,,TRUE,An Application Architecture Using Backbone.js
954,Char Funk,,,TRUE,a Unicode character utility for JavaScript
955,Chardin.js,,,TRUE,Simple overlay instructions for your apps.
956,Chart.js,,,TRUE,Simple HTML5 Charts using the <canvas> tag
957,Chartist Js,,,TRUE,Simple responsive charts
958,Chartkick,,,TRUE,Create beautiful Javascript charts with one line of Ruby
959,Cheerio,,,TRUE,"Fast, flexible, and lean implementation of core jQuery designed specifically for the server."
960,Chem,,,TRUE,html5 game engine optimized for rapid development
961,Chimee,,,TRUE,a video player framework aims to bring wonderful experience on browser
962,Chocolat,,,TRUE,Chocolat : Responsive jQuery Lightbox Plugin
963,Choo,,,TRUE,:steam_locomotive::train: - sturdy 4kb frontend framework
964,Chosen,,,TRUE,"Chosen is a library for making long, unwieldy select boxes more friendly."
965,Classing Js,,,TRUE,Brings the world of classical OOP to javascript
966,Claygl,,,TRUE,A WebGL graphic library for building scalable Web3D applications
967,Cleave.js,,,TRUE,Cleave.js has a simple purpose: to help you format input text content automatically.
968,Clipboard.js,,,TRUE,:scissors: Modern copy to clipboard. No Flash. Just 2kb :clipboard:
969,Clmtrackr,,,TRUE,Javascript library for precise tracking of facial features via Constrained Local Models
970,Clndr,,,TRUE,a jQuery calendar plugin that uses HTML templates
971,Cloudinary Js,,,TRUE,Cloudinary JavaScript library
972,Clusterize.js,,,TRUE,Tiny vanilla JS plugin to display large data sets easily
973,Code Blast Codemirror,,,TRUE,Particles blasts while typing in Codemirror
974,Code Mirror,,,TRUE,In-browser code editor
975,Codedoc,,,TRUE,Create beautiful modern documentation websites.
976,Coffee Script,,,TRUE,Unfancy JavaScript
977,Collections,,,TRUE,This package contains JavaScript implementations of common data structures with idiomatic interfaces.
978,Color,,,TRUE,JavaScript color conversion and manipulation library
979,Color Picker,,,TRUE,React ColorPicker
980,Colorbox,,,TRUE,"A light-weight, customizable lightbox plugin for jQuery"
981,Colorpicker,,,TRUE,jQuery UI widget for color picking (similar to the one in Microsoft Office 2010).
982,Comic.js,,,TRUE,Cartoon style drawing for HTML5 Canvas & Raphael.js & D3.js & SVG.js
983,Communist,,,TRUE,JavaScript library for web workers.
984,Completely,,,TRUE,A fresh take on autocompletion for a wonderful user experience
985,Componentjs,,,TRUE,ComponentJS -- Powerful run-time Component System for structuring HTML5-based Rich Clients
986,Components,,,TRUE,Component infrastructure and Material Design components for Angular
987,Conditioner,,,TRUE,"Frizz Free, Environment-aware, JavaScript Modules"
988,Connective,,,TRUE,agent-based reactive programming library for typescript
989,Console.message,,,TRUE,Console messages for cool kids
990,Content Tools,,,TRUE,A JS library for building WYSIWYG editors for HTML content.
991,Contents,,,TRUE,Table of contents generator.
992,Contra,,,TRUE,Asynchronous flow control with a functional taste to it
993,Convnetjs,,,TRUE,Deep Learning in Javascript. Train Convolutional Neural Networks (or ordinary ones) in your browser.
994,Coquette,,,TRUE,A micro framework for JavaScript games
995,Core Lib,,,TRUE,A port of the Ruby 1.9.3 corelib to coffeescript/javascript/node that conforms to rubyspec.org.
996,Cortex,,,TRUE,A javascript library for centrally managing data with React
997,Count Up.js,,,TRUE,Animates a numerical value by counting to it
998,Countable,,,TRUE,"Countable is a JavaScript function to add live paragraph-, word- and character-counting to an HTML element."
999,Covervid,,,TRUE,Make your HTML5 video behave like a background cover image with this lightweight Javascript plugin / jQuery extension
1000,Crafty,,,TRUE,Crafty is a JavaScript game library that can help you create games in a structured way.
1001,Cram,,,TRUE,Simple AMD and CommonJS module bundler.
1002,Create,,,TRUE,"Midgard Create, a generic web editing interface for any CMS"
1003,Cropper,,,TRUE,A simple jQuery image cropping plugin.
1004,Cropperjs,,,TRUE,JavaScript image cropper.
1005,Croppie,,,TRUE,A Javascript Image Cropper
1006,Crossfilter,,,TRUE,Fast n-dimensional filtering and grouping of records.
1007,Crossroads.js,,,TRUE,JavaScript Routes
1008,Crypto Js,,,TRUE,JavaScript library of crypto standards.
1009,Css Camera,,,TRUE,New way to see a web page with CSS3 3D transform
1010,Css Console,,,TRUE,cssConsole is a jquery plugin that allows you to transform DOM element into console/terminal like input.
1011,CSS Parent Selector,,,TRUE,CSS4 parent selector based on jQuery
1012,Css3 Finalize,,,TRUE,Tired of adding prefix for each broswer when it comes to the new css3 attributes?
1013,CSS3 Pie,,,TRUE,A behavior for Internet Explorer allowing it to recognize and render various CSS3 box decoration properties
1014,Css3d Engine,,,TRUE,css 3d light engine. very easy to use. 14k
1015,Csscomb.js,,,TRUE,CSS coding style formatter
1016,Csscritic,,,TRUE,A lightweight framework for regression testing of Cascading Style Sheets
1017,Cssjanus,,,TRUE,↔️ Convert CSS stylesheets between left-to-right and right-to-left.              Made by Wikimedia.
1018,Csso,,,TRUE,CSS-optimizer
1019,Cta.js,,,TRUE,Animate your 'action-to-effect' paths
1020,Cube.js,,,TRUE,📊 Serverless Analytics Framework
1021,Cufon,,,TRUE,Fast text replacement with canvas and VML - no Flash or images required.
1022,Curl,,,TRUE,"A small, fast module and resource loader with dependency management. (AMD, CommonJS Modules/1.1, CSS, HTML, etc.)"
1023,Currency Formatter.js,,,TRUE,A super simple currency formatting library
1024,Curtainsjs,,,TRUE,curtains.js is a lightweight vanilla WebGL javascript library that turns HTML elements into interactive textured planes.
1025,Custombox,,,TRUE,Modal Window Effects with transitions CSS3.
1026,Cutjs,,,TRUE,"Lightweight, fast, interactable 2D HTML5 rendering engine for cross-platform game development."
1027,Cutter.js,,,TRUE,Truncate HTML code to limit its length by number of words without losing markup.
1028,Cxjs,,,TRUE,"CxJS - Advanced JavaScript UI framework for admin and dashboard applications with ready to use grid, form and chart components."
1029,Cycle Core,,,TRUE,A fully reactive JavaScript framework for Human-Computer Interaction
1030,Cycle2,,,TRUE,2nd gen cycling
1031,Cyclejs,,,TRUE,A functional and reactive JavaScript framework for predictable code
1032,Cylon,,,TRUE,"JavaScript framework for robotics, drones, and the Internet of Things (IoT)"
1033,Cypress,,,TRUE,"Fast, easy and reliable testing for anything that runs in a browser."
1034,Cytoscape.js,,,TRUE,"A JavaScript graph library for analysis and visualisation (compatible with CommonJS/Node.js, AMD/Require.js, jQuery 1.4+, Bower, npm, and plain JavaScript)"
1035,D3,,,TRUE,A JavaScript visualization library for HTML and SVG.
1036,D3 Cloud,,,TRUE,Create word clouds in JavaScript.
1037,Dagre,,,TRUE,Directed graph renderer for javascript
1038,Danmaku,,,TRUE,A high-performance JavaScript danmaku engine. 高性能弹幕引擎库
1039,Darken,,,TRUE,🌑 Dark mode made easy
1040,Darkmode.js,,,TRUE,🌓 Add a dark-mode / night-mode to your website in a few seconds
1041,Darktooltip,,,TRUE,Simple customizable tooltip with confirm option and 3d effects
1042,Data Tables,,,TRUE,"DataTables is a plug-in for the jQuery Javascript library. It is a highly flexible tool, based upon the foundations of progressive enhancement, which will add advanced interaction controls to any HTML table."
1043,Datacamp Light,,,TRUE,Convert any blog or website to an interactive learning platform for data science
1044,Datalist Polyfill,,,TRUE,Minimal and dependency-free vanilla JavaScript polyfill for the awesome datalist-functionality
1045,Datamaps,,,TRUE,Maps for interactive data visualizations in Javascript
1046,Dataset,,,TRUE,JavaScript library that makes managing the data behind client-side visualisations easy
1047,Date,,,TRUE,Date() for humans
1048,Date Fns,,,TRUE,⏳ Modern JavaScript date utility library ⌛️
1049,Datedropper,,,TRUE,datedropper is a jQuery plugin that provides a quick and easy way to manage dates for input fields.
1050,Datejs,,,TRUE,Datejs is an open-source JavaScript Date Library.
1051,Datepickk,,,TRUE,"Simple, beautiful and powerful datepicker!"
1052,Davis.js,,,TRUE,RESTful degradable JavaScript routing using pushState
1053,Dayjs,,,TRUE,⏰ Day.js 2KB immutable date library alternative to Moment.js with the same modern API
1054,Dc.js,,,TRUE,Multi-Dimensional charting built to work natively with crossfilter rendered with d3.js
1055,Decimal.js,,,TRUE,An arbitrary-precision Decimal type for JavaScript
1056,Deck.js,,,TRUE,Modern HTML Presentations
1057,Defer.js,,,TRUE,"🥇 A super small, super efficient library that helps you lazy load almost everything like images, video, audio, iframes as well as stylesheets, and JavaScript."
1058,Delorean,,,TRUE,"An Agnostic, Complete Flux Architecture Framework"
1059,Derby,,,TRUE,"MVC framework making it easy to write realtime, collaborative applications that run in both Node.js and browsers"
1060,Design Blocks,,,TRUE,A set of 170+ Bootstrap based design blocks ready to be used to create clean modern websites.
1061,Devextreme Reactive,,,TRUE,DevExtreme Reactive Components
1062,Device.js,,,TRUE,"Device.js makes it easy to write conditional CSS and/or JavaScript based on device operating system (iOS, Android, Blackberry, Windows, Firefox OS), orientation (Portrait vs. Landscape), and type (Tablet vs. Mobile)."
1063,Dgrid,,,TRUE,"A lightweight, mobile-ready, data-driven, modular grid widget designed for use with the Dojo object store"
1064,Diagram,,,TRUE,JS tool for making node graphs. Inspired by dependency graph
1065,Dicebear,,,TRUE,DiceBear is an avatar library for designers and developers.
1066,Dimple,,,TRUE,An object-oriented API for business analytics
1067,Director,,,TRUE,a tiny and isomorphic URL router for JavaScript
1068,Display Js,,,TRUE,A simple JavaScript framework for building ambitious UIs 😊
1069,Dn2a Javascript,,,TRUE,DN2A JavaScript - Digital Neural Networks Architecture with JavaScript
1070,Dna.js,,,TRUE,An uncomplicated user interface library for semantic templates
1071,Do Mtastic,,,TRUE,Small & fast DOM and event library for modern browsers.
1072,Do T,,,TRUE,"The fastest + concise javascript template engine for nodejs and browsers. Partials, custom delimiters and more."
1073,Document Up,,,TRUE,Pretty documentation generator for Github projects with proper Readme.
1074,Docx,,,TRUE,Easily generate .docx files with JS/TS with a solid API. Works for Node and on the Browser.
1075,Dojo,,,TRUE,"Dojo saves you time and scales with your development process, using web standards as its platform. It’s the toolkit experienced developers turn to for building high quality desktop and mobile web applications."
1076,Dom Purify,,,TRUE,"DOMPurify - a DOM-only, super-fast, uber-tolerant XSS sanitizer for HTML, MathML and SVG. DOMPurify works with a secure default, but offers a lot of configurability and hooks. Demo:"
1077,Domenu,,,TRUE,Customized version of Nestable for WordPress-like back-end hierarchical menu creation.
1078,Domready,,,TRUE,let's you know when the dom is ready
1079,Dotenv Linter,,,TRUE,⚡️Lightning-fast linter for .env files. Written in Rust 🦀
1080,Double,,,TRUE,jQuery plugin for hiring doubles
1081,Dozerjs,,,TRUE,Foundational Framework for NodeJS Web Services
1082,Draft Js,,,TRUE,A React framework for building text editors.
1083,Dragend,,,TRUE,"dragend JS – a touch ready, full responsive, content swipe script"
1084,Draggable.js,,,TRUE,Make your DOM elements draggable easily
1085,Dragscroll,,,TRUE,tiny library for drag-n-drop scrolling style
1086,Dragula,,,TRUE,:ok_hand: Drag and drop so simple it hurts
1087,Drawer,,,TRUE,A small CSS3 and jQuery plugin for app style drawer menu.
1088,Drawingboard.js,,,TRUE,A canvas based drawing app that you can integrate easily on your website.
1089,Drooltip.js,,,TRUE,"🔥 💦  Minimalistic, powerful and extensible Vanilla JS tooltip plugin"
1090,Dropbox JS,,,TRUE,JavaScript client library for the Dropbox API
1091,Droptiles,,,TRUE,"Droptiles is a ""Windows 8 Start"" like Metro-style Web 2.0 Dashboard. It compromises of Live Tiles. Tiles are mini apps that can fetch data from external sources. Clicking on a tile launches the full application."
1092,Dropzone,,,TRUE,Dropzone is an easy to use drag'n'drop library. It supports image previews and shows nice progress bars.
1093,Durandal,,,TRUE,"A cross-device, cross-platform client framework written in JavaScript and designed to make building Single Page Applications (SPAs) easy to create and maintain."
1094,Dust,,,TRUE,Asynchronous templates for the browser and node.js
1095,Dygraphs,,,TRUE,"Interactive visualizations of time series using JavaScript and the HTML canvas tag. The dygraphs JavaScript library produces interactive, zoomable charts of time series."
1096,Dynamics.js,,,TRUE,Javascript library to create physics-based CSS animations
1097,Dynamo.js,,,TRUE,Creates dynamic bits of HTML to add some zest to your content
1098,Easel JS,,,TRUE,"The Easel Javascript library provides a full, hierarchical display list, a core interaction model, and helper classes to make working with the HTML5 Canvas element much easier."
1099,Easy A/B,,,TRUE,A jQuery / Zepto plugin for easily setting up A/B and Multivariate tests using Analytics.
1100,Easy Pie Chart,,,TRUE,"Lightweight jQuery plugin to render simple, animated and retina ready pie charts with the HTML5 canvas element"
1101,Easystar.js,,,TRUE,An asynchronous A* pathfinding API written in Javascript.
1102,Ect,,,TRUE,Fastest JavaScript template engine with embedded CoffeeScript syntax
1103,Editor,,,TRUE,"Next-gen, highly customizable content editor for the browser - based on React and Redux. WYSIWYG on steroids."
1104,Editr,,,TRUE,"HTML, CSS and JavaScript playground"
1105,Effeckt.css,,,TRUE,A Performant Transitions and Animations Library:
1106,Egg.js,,,TRUE,A simple javascript library to add easter eggs to web pages.
1107,Egjs,,,TRUE,"Set of UI interactions, effects and utilities components library using jQuery."
1108,Egjs Flicking,,,TRUE,:carousel_horse: :recycle: Simple module to implement flicking carousel interaction
1109,Egjs Infinitegrid,,,TRUE,A module used to arrange card elements including content infinitely on a grid layout.
1110,Egret Core,,,TRUE,"Egret is a brand new open mobile game and application engine which allows you to quickly build mobile games and apps on Android,iOS and Windows."
1111,Ej2 Javascript Ui Controls,,,TRUE,"Syncfusion JavaScript UI controls library offer more than 50+ cross-browser, responsive, and lightweight HTML5 UI controls for building modern web applications."
1112,Ejecta,,,TRUE,"A Fast, Open Source JavaScript, Canvas & Audio Implementation for iOS"
1113,Ejs,,,TRUE,Embedded JavaScript templates for node
1114,Elastislide,,,TRUE,Elastislide is a responsive image carousel that will adapt fluidly in a layout. It is a jQuery plugin that can be laid out horizontally or vertically with a pre-defined minimum number of shown images
1115,Electron,,,TRUE,"Build cross-platform desktop apps with JavaScript, HTML, and CSS"
1116,Element Transitions.js,,,TRUE,Simple transitions for web pages
1117,Elements,,,TRUE,E+lements is a minimal DOM Library for the prime framework.
1118,Elevator.js,,,TRUE,"Finally, a ""back to top"" button that behaves like a real elevator."
1119,Embed.js,,,TRUE,"A jQuery plugin that analyses the string and automatically embeds emojis, media, maps, tweets, code and services."
1120,Ember,,,TRUE,"Ember.js is a JavaScript framework that does all of the heavy lifting that you'd normally have to do by hand. There are tasks that are common to every web app; Ember.js does those things for you, so you can focus on building killer features and UI."
1121,Ember Charts,,,TRUE,
1122,Ember Table,,,TRUE,
1123,Emojify.js,,,TRUE,A Javascript module to convert Emoji keywords to images
1124,Enchant.js,,,TRUE,A simple JavaScript framework for creating games and apps
1125,Engaged,,,TRUE,Animated Social Menu Framework with magic
1126,Engine,,,TRUE,GSS engine
1127,Enquire.js,,,TRUE,Awesome Media Queries in JavaScript
1128,Envision JS,,,TRUE,Dynamic HTML5 visualization
1129,Enyo,,,TRUE,A JavaScript application framework emphasizing modularity and encapsulation
1130,Epoch,,,TRUE,"A general purpose, real-time visualization library."
1131,Eqcss,,,TRUE,"EQCSS is a plugin that introduces Element Queries, Scoped CSS, a Parent selector, and responsive JavaScript to all browsers IE8 and up"
1132,Ervy,,,TRUE,Bring charts to terminal.
1133,Es2015 I18n Tag,,,TRUE,ES2015 template literal tag for i18n and l10n (translation and internationalization)
1134,ES5 Shims,,,TRUE,ECMAScript 5 compatibility shims for legacy JavaScript engines
1135,Es6 Shim,,,TRUE,ECMAScript 6 (Harmony) compatibility shims for legacy JavaScript engines
1136,Eta,,,TRUE,"Embedded JS template engine for Node, Deno, and the browser. Lighweight, fast, and pluggable. Written in TypeScript"
1137,Ethvtx,,,TRUE,🌀Ethereum-Ready & Framework-Agnostic Redux Store Configuration
1138,Eve.js,,,TRUE,"A <3kb JavaScript file providing three simple methods to organize code into CSS namespaces which magically restrict code to the current context, allowing for dramatic reductions to code size and development time."
1139,Expanding Textareas,,,TRUE,jQuery plugin for elegant expanding textareas
1140,Expounder,,,TRUE,A library for explaining things in HTML.
1141,Express,,,TRUE,"Sinatra inspired web development framework for node.js -- insanely fast, flexible, and simple"
1142,Ext JS,,,TRUE,Repository for extjs to be used as a git-submodule in projects
1143,Extract Values,,,TRUE,A simple helper to extract values from a string based on a pattern.
1144,Fabric.js,,,TRUE,"Javascript Canvas Library, SVG-to-Canvas (and canvas-to-SVG) Parser"
1145,Faker.js,,,TRUE,generate massive amounts of fake data in Node.js and the browser
1146,Famous,,,TRUE,"Famo.us is a powerful JavaScript framework designed to build rich, interactive web applications. It is the only framework that provides an open source 3D layout engine fully integrated with a 3D physics-based animation engine that can render to DOM, Canvas, or WebGL. Famo.us is currently in public beta."
1147,Fancy Input,,,TRUE,Makes typing in input fields fun with CSS3 effects
1148,Fancy Select,,,TRUE,A better select for discerning web developers everywhere.
1149,FancyBox,,,TRUE,"FancyBox is a tool that offers a nice and elegant way to add zooming functionality for images, html content and multi-media on your webpages."
1150,Fartscroll.js,,,TRUE,You want fart noises as you scroll? We've got you covered.
1151,Fast Check,,,TRUE,Property based testing framework for JavaScript (like QuickCheck) written in TypeScript
1152,Fast Json Patch,,,TRUE,Lean and mean Javascript implementation of the JSON-Patch standard (RFC 6902). Update JSON documents using delta patches.
1153,Fast Memoize.js,,,TRUE,:rabbit: Fastest possible memoization library
1154,Fast.js,,,TRUE,Faster user-land reimplementations for several common builtin native JavaScript functions.
1155,Fastclick,,,TRUE,Polyfill to remove click delays on browsers with touch UIs
1156,Fastdom,,,TRUE,Eliminates layout thrashing by batching DOM read/write operations
1157,Fattable,,,TRUE,Javascript Library to create scrollable table with infinite rows and columns.
1158,Favico.js,,,TRUE,"Make a use of your favicon with badges, images or videos"
1159,Faviconx,,,TRUE,A tiny javascript library that makes progress bars out of the favicon placeholders.
1160,Faye,,,TRUE,Simple pub/sub messaging for the web
1161,Featherlight,,,TRUE,"Featherlight is a very lightweight jQuery lightbox plugin. It's simple yet flexible and easy to use. Featherlight has minimal css and uses no inline styles, everything is name-spaced, it's completely customizable via config object and offers image, ajax and iframe support out of the box. Featherlights small footprint weights about 4kB – in total."
1162,Fetchival,,,TRUE,window.fetch wrapper for writing simple and expressive requests
1163,Fieldval Js,,,TRUE,
1164,Filament,,,TRUE,"Filament is a real-time physically based rendering engine for Android, iOS, Windows, Linux, macOS and WASM/WebGL"
1165,File Api,,,TRUE,A set of  javascript tools for working with files.
1166,Filepond,,,TRUE,🌊 A flexible and fun JavaScript file upload library
1167,Filereader.js,,,TRUE,A lightweight wrapper for the JavaScript FileReader interface
1168,FileSaver.js,,,TRUE,An HTML5 saveAs() FileSaver implementation
1169,Filesize.js,,,TRUE,JavaScript library to generate a human readable String describing the file size
1170,Filtrify,,,TRUE,Beautiful advanced tag filtering with HTML5 and jQuery
1171,Fine Uploader,,,TRUE,"Multiple file upload plugin with progress-bar, drag-and-drop."
1172,Firebase Js Sdk,,,TRUE,Firebase Javascript SDK
1173,Firebug Lite,,,TRUE,"Firebug Lite: doing the Firebug way, anywhere."
1174,Fishbone.js,,,TRUE,"A super lightweight (½kb) JavaScript library with automatic method chaining, automatic context binding, event support and simple inheritance. c-{{{-<"
1175,Fit Text.js,,,TRUE,A jQuery plugin for inflating web type
1176,Fit Vids.js,,,TRUE,"A lightweight, easy-to-use jQuery plugin for fluid width video embeds."
1177,Flac.js,,,TRUE,FLAC decoder in JavaScript
1178,Flagsmith Frontend,,,TRUE,Web App and Mobile App for Flagsmith
1179,Flakes,,,TRUE,"Flakes is an Admin Template Framework. A combination of CSS Libraries, JavaScript Libraries and Design files that help you build business tools very quickly."
1180,Flash JS,,,TRUE,JavaScript graphics and games engine with API familiar to Flash one. Just look to examples sources.
1181,Flex Slider,,,TRUE,"An awesome, fully responsive jQuery slider plugin"
1182,Flexi Color Picker,,,TRUE,"A pure JavaScript color picker - no images, external libraries, CSS or 1px divs."
1183,Flexie,,,TRUE,Legacy support for the CSS3 Flexible Box Model
1184,Flickity,,,TRUE,":leaves: Touch, responsive, flickable carousels"
1185,Flight,,,TRUE,"A lightweight, component-based JavaScript framework"
1186,Flip Clock,,,TRUE,
1187,Flipload,,,TRUE,Flipping elements and show a loading indicator easily.
1188,Flippant.js,,,TRUE,A mini dependancy-less UI lib for flipping over DOM nodes.
1189,Flocking,,,TRUE,Flocking - Creative audio synthesis for the Web
1190,FloraJS,,,TRUE,FloraJS is a JavaScript framework for simulating natural systems in a web browser.
1191,Flot,,,TRUE,"Flot is a pure JavaScript plotting library for jQuery, with a focus on simple usage, attractive looks and interactive features."
1192,Flotr2,,,TRUE,Graphs and Charts for Canvas in JavaScript.
1193,Flow Js,,,TRUE,Javascript Library for Multi-step Asynchronous Logic
1194,Flow Type.js,,,TRUE,Web typography at its finest: font-size and line-height based on element width.
1195,Flowplayer,,,TRUE,The HTML5 video player for the web
1196,Flowtime.js,,,TRUE,Flowtime.js HTML5/CSS3/JS Presentation Framework
1197,Flux,,,TRUE,Application Architecture for Building User Interfaces
1198,Flux Slider,,,TRUE,CSS3 Animation based image transitions
1199,Fluxible,,,TRUE,A pluggable container for isomorphic flux applications
1200,Fluxxor,,,TRUE,Flux architecture tools for React
1201,Focal Point,,,TRUE,"A small set of CSS classnames to help keep images cropped on the focal point for responsive designs. Using only HTML/CSS, web authors can specify an image's focal point, which stays as the image's primary focus, while the image's available width changes on responsive webpages. Crop and re-size images depending on available width and let CSS to do all of the work, and without any JavaScript."
1202,Foo Table,,,TRUE,jQuery plugin to make HTML tables responsive
1203,Forerunner Db,,,TRUE,"A JavaScript database with mongo-like query language, data-binding support, runs in the browser as a client-side DB or on the server via Node.js!"
1204,Foresight.js,,,TRUE,"Foresight.js gives webpages the ability to tell if the user's device is capable of viewing high-resolution images (such as the 3rd generation iPad) before the image is requested from the server. Additionally, it judges if the user's device currently has a fast enough network connection for high-resolution images. Depending on device display and network connectivity, foresight.js will request the appropriate image for the webpage."
1205,Form,,,TRUE,jQuery Form Plugin
1206,Form2js,,,TRUE,Javascript library for collecting form data
1207,Formatter.js,,,TRUE,Format html inputs to match a specified pattern
